"About the data: Exported on Nov 03, 2022. Criteria: '(""Management 5.0"" OR ""Supply Chain 5.0"" OR ((""Smart Supply Chain"" OR “Supply chain"" OR “Production” OR “Logistic” OR “Sourcing” OR “Manufacture” OR “Manufacturing”) AND (""Industry 5.0"" OR ""Fifth Industrial Revolution"" OR ""Society 5.0""))) AND (“Resilience” OR “Resiliency” OR “Resilient”)' in title and abstract; Publication Year is 2023 or 2022 or 2021 or 2020 or 2019 or 2018 or 2017. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1346,pub.1151072600,10.1007/978-3-031-16411-8_58,,,Evaluation of AI-Based Digital Assistants in Smart Manufacturing,"Industry 5.0 complements the Industry 4.0 paradigm by highlighting research and innovation as drivers for a transition to a sustainable, human-centric and resilient industry. In this context, new types of interactions between operators and machines are facilitated, that can be realized through artificial intelligence (AI) based and voice-enabled Digital Intelligent Assistants (DIA). Apart from the existing technological challenges, this direction requires new methodologies for the evaluation of such technological solutions that will be able to treat AI in manufacturing as a socio-technical system. In this paper, we propose a framework for the evaluation of voice-enabled AI solutions in Industry 5.0, which consists of four dimensions: the trustworthiness of the AI system; the usability of the DIA; the cognitive workload of individual users; and the overall business benefits for the corporation.",This work is partly funded by the European Union’s Horizon 2020 project COALA “COgnitive Assisted agile manufacturing for a LAbor force supported by trustworthy Artificial Intelligence” (Grant agreement No 957296). The work presented here reflects only the authors’ view and the European Commission is not responsible for any use that may be made of the information it contains.,IFIP Advances in Information and Communication Technology,Advances in Production Management Systems. Smart Manufacturing and Logistics Systems: Turning Ideas into Action,,2022-09-17,2022,2022-09-17,2022,664,,503-510,Closed,Chapter,"Bousdekis, Alexandros; Mentzas, Gregoris; Apostolou, Dimitris; Wellsandt, Stefan","Bousdekis, Alexandros (Information Management Unit (IMU), Institute of Communication and Computer Systems (ICCS), National Technical University of Athens (NTUA), Athens, Greece); Mentzas, Gregoris (Information Management Unit (IMU), Institute of Communication and Computer Systems (ICCS), National Technical University of Athens (NTUA), Athens, Greece); Apostolou, Dimitris (Information Management Unit (IMU), Institute of Communication and Computer Systems (ICCS), National Technical University of Athens (NTUA), Athens, Greece; Department of Informatics, University of Piraeus, Piraeus, Greece); Wellsandt, Stefan (BIBA - Bremer Institut für Produktion und Logistik GmbH at the University of Bremen, Bremen, Germany)","Bousdekis, Alexandros (National Technical University of Athens)","Bousdekis, Alexandros (National Technical University of Athens); Mentzas, Gregoris (National Technical University of Athens); Apostolou, Dimitris (National Technical University of Athens; University of Piraeus); Wellsandt, Stefan (University of Bremen)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1151072600,46 Information and Computing Sciences; 4608 Human-Centred Computing,"9 Industry, Innovation and Infrastructure"
1338,pub.1150022503,10.1016/j.spc.2022.08.003,,,Identifying industry 5.0 contributions to sustainable development: A strategy roadmap for delivering sustainability values,"Scholars believe that the newly introduced Industry 5.0 has the potential to move beyond the profit-centered productivity of Industry 4.0 and to promote sustainable development goals such as human-centricity, socio-environmental sustainability, and resilience. However, little has been done to understand how this ill-defined phenomenon may deliver its indented sustainability values despite these speculative promises. To address this knowledge gap, the present study developed a strategy roadmap that explains the mechanism by which Industry 5.0 delivers its intended sustainable development functions. The study first developed and introduced the Industry 5.0 reference model that describes the technical and functional properties of this phenomenon. The study further conducted a content-centric synthesis of the literature and identified the sustainable development functions of Industry 5.0. Next, the interpretive structural modeling (ISM) technique was employed to identify the sequential relationships among the functions and construct the Industry 5.0-enabled model of sustainable development. The ISM involved collecting the opinions of 11 Industry 5.0 experts through expert panel meetings. Results revealed that Industry 5.0 delivers sustainable development values through 16 functions. Circular intelligent products, employee technical assistance, intelligent automation, open sustainable innovation, renewable integration, and supply chain adaptability are examples of the functions identified. These functions are highly interrelated and should be developed in a specific order so that the synergies and complementarities among them would maximize the sustainable development value gains. The roadmap to Industry 5.0-driven sustainability developed in this study is expected to provide a better understanding of ways Industry 5.0 can contribute to sustainable development, explaining how the development of its functions should be managed to maximize their synergies and contribution to the intended sustainability values. The study also highlights important avenues for future research, emphasizing the potential enablers of Industry 5.0 development, such as Government 5.0 or Corporate Governance 5.0.",This research has been a part of a project that received funding from the European Union&#x27;s Horizon 2020 research and innovation programme under grant agreement No 810318.,Sustainable Production and Consumption,,,2022-09,2022,,2022-09,33,,716-737,All OA; Hybrid,Article,"Ghobakhloo, Morteza; Iranmanesh, Mohammad; Mubarak, Muhammad Faraz; Mubarik, Mobashar; Rejeb, Abderahman; Nilashi, Mehrbakhsh","Ghobakhloo, Morteza (School of Economics and Business, Kaunas University of Technology, Kaunas, Lithuania); Iranmanesh, Mohammad (School of Business and Law, Edith Cowan University, Joondalup, WA 6027, Australia); Mubarak, Muhammad Faraz (School of Economics and Business, Kaunas University of Technology, Kaunas, Lithuania); Mubarik, Mobashar (Faculty of Technology Management and Business, Universiti Tun Hussein Onn Malaysia, Malaysia); Rejeb, Abderahman (Department of Management and Law, Faculty of Economics, University of Rome Tor Vergata, Via Columbia, 2, Rome 00133, Italy); Nilashi, Mehrbakhsh (UCSI Graduate Business School, UCSI University, No. 1 Jalan Menara Gading, UCSI Heights, 56000 Cheras, Kuala Lumpur, Malaysia; Centre for Global Sustainability Studies (CGSS), Universiti Sains Malaysia, 11800, USM Penang, Malaysia)","Ghobakhloo, Morteza (Kaunas University of Technology)","Ghobakhloo, Morteza (Kaunas University of Technology); Iranmanesh, Mohammad (Edith Cowan University); Mubarak, Muhammad Faraz (Kaunas University of Technology); Mubarik, Mobashar (Tun Hussein Onn University of Malaysia); Rejeb, Abderahman (University of Rome Tor Vergata); Nilashi, Mehrbakhsh (UCSI University; Universiti Sains Malaysia)",1,1,,,https://doi.org/10.1016/j.spc.2022.08.003,https://app.dimensions.ai/details/publication/pub.1150022503,41 Environmental Sciences; 4104 Environmental Management; 44 Human Society; 4404 Development Studies,"12 Responsible Consumption and Production; 9 Industry, Innovation and Infrastructure"
1308,pub.1150917132,10.1007/978-3-031-14844-6_1,,,Influence of Collaboration in Sustainable Manufacturing Networks,"Recent trends towards Industry 5.0 focus on a sustainable and resilient industry, aiming to make technology and innovation more focused on humans and today’s societal concerns. Consequently, this trend also leads to more sustainable and resilient manufacturing, for which collaborative networks play a main role due to the needed involvement of multiple players, being important to consider a perspective of co-responsibility. Establishing adequate performance indicators to assess how collaborative manufacturing ecosystems can support sustainability is thus relevant. Furthermore, this work also analyses how such performance indicators can be used as an influencing factor contributing to improving the players’ behaviour, representing the idea of co-responsibility for a more sustainable manufacturing network. This article proposes a set of performance indicators and a related simulation model to set up several scenarios to analyse how collaboration can influence sustainability in horizontal manufacturing networks. Results from simulation scenarios are included and discussed.",This work was supported in part by the Portuguese FCT program UIDB/00066/2020 (Center of Technology and Systems – CTS).,IFIP Advances in Information and Communication Technology,Collaborative Networks in Digitalization and Society 5.0,,2022-09-12,2022,2022-09-12,2022,662,,3-17,Closed,Chapter,"Graça, Paula; Camarinha-Matos, Luis M.","Graça, Paula (School of Science and Technology, Uninova-CTS, NOVA University of Lisbon, Campus de Caparica, 2829-516, Caparica, Portugal; Instituto Superior de Engenharia de Lisboa, Instituto Politécnico de Lisboa, Rua Conselheiro Emídio Navarro 1, 1959-007, Lisbon, Portugal); Camarinha-Matos, Luis M. (School of Science and Technology, Uninova-CTS, NOVA University of Lisbon, Campus de Caparica, 2829-516, Caparica, Portugal)","Graça, Paula (Uninova; Instituto Politécnico de Lisboa); Camarinha-Matos, Luis M. (Uninova)","Graça, Paula (Uninova; Instituto Politécnico de Lisboa); Camarinha-Matos, Luis M. (Uninova)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1150917132,46 Information and Computing Sciences,"11 Sustainable Cities and Communities; 12 Responsible Consumption and Production; 9 Industry, Innovation and Infrastructure"
1243,pub.1147994201,10.48550/arxiv.2205.09084,,,Industry 5.0 is Coming: A Survey on Intelligent NextG Wireless Networks  as Technological Enablers,"Industry 5.0 vision, a step toward the next industrial revolution and
enhancement to Industry 4.0, envisioned the new goals of resilient,
sustainable, and human-centric approaches in diverse emerging applications,
e.g., factories-of-the-future, digital society. The vision seeks to leverage
human intelligence and creativity in nexus with intelligent, efficient, and
reliable cognitive collaborating robots (cobots) to achieve zero waste,
zerodefect, and mass customization-based manufacturing solutions. However, the
vision requires the merging of cyber-physical worlds through utilizing Industry
5.0 technological enablers, e.g., cognitive cobots, person-centric artificial
intelligence (AI), cyberphysical systems, digital twins, hyperconverged data
storage and computing, communication infrastructure, and others. In this
regard, the convergence of the emerging computational intelligence (CI)
paradigm and next-generation wireless networks (NGWNs) can fulfill the
stringent communication and computation requirements of the technological
enablers in the Industry 5.0 vision, which is the aim of this survey-based
tutorial. In this article, we address this issue by reviewing and analyzing
current emerging concepts and technologies, e.g., CI tools and frameworks,
network-in-box architecture, open radio access networks, softwarized service
architectures, potential enabling services, and others, essential for designing
the objectives of CINGWNs to fulfill the Industry 5.0 vision requirements.
Finally, we provide a list of lessons learned from our detailed review,
research challenges, and open issues that should be addressed in CI-NGWNs to
realize Industry 5.0.",,arXiv,,,2022-05-18,2022,,,,,,All OA; Green,Preprint,"Zeb, Shah; Mahmood, Aamir; Khowaja, Sunder Ali; Dev, Kapal; Hassan, Syed Ali; Qureshi, Nawab Muhammad Faseeh; Gidlund, Mikael; Bellavista, Paolo","Zeb, Shah (); Mahmood, Aamir (); Khowaja, Sunder Ali (); Dev, Kapal (); Hassan, Syed Ali (); Qureshi, Nawab Muhammad Faseeh (); Gidlund, Mikael (); Bellavista, Paolo ()",,"Zeb, Shah (); Mahmood, Aamir (); Khowaja, Sunder Ali (); Dev, Kapal (); Hassan, Syed Ali (); Qureshi, Nawab Muhammad Faseeh (); Gidlund, Mikael (); Bellavista, Paolo ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1147994201,40 Engineering; 4006 Communications Engineering,"9 Industry, Innovation and Infrastructure"
1240,pub.1144321688,10.1007/978-981-16-7365-8_9,,,"Assessment of Economic Impact Generated by Industry 5.0, from a Readiness Index Approach Perspective. A Cross-Country Empirical Analysis","Over time, industrial revolutions have marked human existence and the work environment, impacting efficiency, effectiveness, and productivity. In the new promoted concept, Industry 5.0, it is expected that humans interact with robots, known as cobots, in a collaborative working space using innovative technologies. This chapter brings some new insights on the way the components of Industry 5.0 readiness model influence value added reported by countries, for the period between 2017 and 2019, on four levels of analysis, namely: (i) country gross value added; (ii) environmental activities value added; (iii) ICT sector value added; (iv) labour productivity. Our results prove that selected components of the Industry 5.0 readiness model determine a positive marginal effect on the value added reported by countries. We also registered a significant influence on the development of the circular economy, in strong relation with the development of the knowledge economy. This highlights the fact that the results of the research are efficiently implemented on manufacturing operations by highly skilled employees, leading to increase firms’ performance, improving at the same time the cooperation between humans and smart machines, as stated in the Industry 5.0 framework.",,Advances in Sustainability Science and Technology,Sustainability and Innovation in Manufacturing Enterprises,,2022-01-01,2022,2022-01-01,2022,,,233-256,Closed,Chapter,"Domil, Aura; Burca, Valentin; Bogdan, Oana","Domil, Aura (West University of Timisoara, Faculty of Economics and Business Administration, Timioara, Romania); Burca, Valentin (West University of Timisoara, Faculty of Economics and Business Administration, Timioara, Romania); Bogdan, Oana (West University of Timisoara, Faculty of Economics and Business Administration, Timioara, Romania)","Domil, Aura (West University of Timişoara)","Domil, Aura (West University of Timişoara); Burca, Valentin (West University of Timişoara); Bogdan, Oana (West University of Timişoara)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1144321688,38 Economics; 3801 Applied Economics,"8 Decent Work and Economic Growth; 9 Industry, Innovation and Infrastructure"
1239,pub.1151954909,10.1016/j.compind.2022.103792,,,"Human-centric zero-defect manufacturing: State-of-the-art review, perspectives, and challenges","Zero defect manufacturing (ZDM) aims at eliminating defects throughout the value stream as well as the cost of rework and scrap. The ambitious goal of zero defects requires the extensive utilization of emerging technologies. Amidst the major drive for technological advancement, humans are often kept out of the loop because they are perceived as the root cause of error. The report from the European Commission on Industry 5.0 emphasizes that human-centric is a key pillar in building a more resilient industry and is vital to incorporate the human component into the manufacturing sector. However, we did not find any publications that explain what human-centric ZDM is, nor what the roles of humans are in advancing ZDM. As a contribution to bridging this gap, a systematic literature review is conducted using different databases. We collected 36 publications and categorised them into 3 different human roles which are managers, engineers, and operators. From our search, we found out that managers play a vital role in cultivating ZDM in the entire organization to prevent errors despite the fact they often do not have direct contact with the production line as operators. Operators can help advance ZDM through knowledge capturing with feedback functions to the engineer to better design a corrective action to prevent errors. Assistive technologies such as extended reality are efficient tools used by operators to eliminate human errors in production environments. Human-centric is now a goal in the future manufacturing sector, but it could face barriers such as high technological investments and resistance to changes in their work tasks. This paper can contribute to paving the roadmap of human-centric ZDM to bring defects to zero and reposition the manufacturing sector to become more resilient.",The authors appreciate the support and valuable discussions with old and new colleagues at SINTEF and the NTNU – The Norwegian University of Science and Technology.,Computers in Industry,,,2023-01,2023,,2023-01,144,,103792,All OA; Hybrid,Article,"Wan, Paul Kengfai; Leirmo, Torbjørn Langedahl","Wan, Paul Kengfai (SINTEF Manufacturing AS, Grøndalsvegen 2, 2830 Raufoss, Norway); Leirmo, Torbjørn Langedahl (SINTEF Manufacturing AS, Grøndalsvegen 2, 2830 Raufoss, Norway)","Wan, Paul Kengfai (SINTEF)","Wan, Paul Kengfai (SINTEF); Leirmo, Torbjørn Langedahl (SINTEF)",0,0,,,https://doi.org/10.1016/j.compind.2022.103792,https://app.dimensions.ai/details/publication/pub.1151954909,46 Information and Computing Sciences; 4601 Applied Computing; 4609 Information Systems,"9 Industry, Innovation and Infrastructure"
1225,pub.1145361420,10.1016/j.jmsy.2022.02.001,,,Outlook on human-centric manufacturing towards Industry 5.0,"The recent shift to wellbeing, sustainability, and resilience under Industry 5.0 has prompted formal discussions that manufacturing should be human-centric – placing the wellbeing of industry workers at the center of manufacturing processes, instead of system-centric – only driven by efficiency and quality improvement and cost reduction. However, there is a lack of shared understanding of the essence of human-centric manufacturing, though significant research efforts exist in enhancing the physical and cognitive wellbeing of operators. Therefore, this position paper presents our arguments on the concept, needs, reference model, enabling technologies and system frameworks of human-centric manufacturing, providing a relatable vision and research agenda for future work in human-centric manufacturing systems. We believe human-centric manufacturing should ultimately address human needs defined in an Industrial Human Needs Pyramid – from basic needs of safety and health to the highest level of esteem and self-actualization. In parallel, human-machine relationships will change following a 5C evolution map – from current Coexistence, Cooperation and Collaboration to future Compassion and Coevolution. As such, human-centric manufacturing systems need to have bi-directional empathy, proactive communication and collaborative intelligence for establishing trustworthy human-machine coevolution relationships, thereby leading to high-performance human-machine teams. It is suggested that future research focus should be on developing transparent, trustworthy and quantifiable technologies that provide a rewarding working environment driven by real-world needs.",This study was supported by grants from The University of Auckland FRDF New Staff Research Fund (No. 3720540).,Journal of Manufacturing Systems,,,2022-01,2022,,2022-01,62,,612-627,Closed,Article,"Lu, Yuqian; Zheng, Hao; Chand, Saahil; Xia, Wanqing; Liu, Zengkun; Xu, Xun; Wang, Lihui; Qin, Zhaojun; Bao, Jinsong","Lu, Yuqian (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Zheng, Hao (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Chand, Saahil (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Xia, Wanqing (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Liu, Zengkun (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Xu, Xun (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Wang, Lihui (Department of Production Engineering, KTH Royal Institute of Technology, Stockholm, Sweden); Qin, Zhaojun (Department of Mechanical and Mechatronics Engineering, The University of Auckland, Auckland, New Zealand); Bao, Jinsong (College of Mechanical Engineering, Donghua University, Shanghai, China)","Lu, Yuqian (University of Auckland)","Lu, Yuqian (University of Auckland); Zheng, Hao (University of Auckland); Chand, Saahil (University of Auckland); Xia, Wanqing (University of Auckland); Liu, Zengkun (University of Auckland); Xu, Xun (University of Auckland); Wang, Lihui (Royal Institute of Technology); Qin, Zhaojun (University of Auckland); Bao, Jinsong (Donghua University)",15,15,,,,https://app.dimensions.ai/details/publication/pub.1145361420,40 Engineering; 4014 Manufacturing Engineering,"9 Industry, Innovation and Infrastructure"
1158,pub.1141852942,10.1109/access.2021.3119775,,,Next Generation Auto-Identification and Traceability Technologies for Industry 5.0: A Methodology and Practical Use Case for the Shipbuilding Industry,"Industry 5.0 follows the steps of the Industry 4.0 paradigm and seeks for revolutionizing the way industries operate. In fact, Industry 5.0 focuses on research and innovation to support industrial production sustainability and place the well-being of industrial workers at the center of the production process. Thus, Industry 5.0 relies on three pillars: it is human-centric, it encourages sustainability and it is aimed at developing resilience against disruptions. Such core aspects cannot be fully achieved without a transparent end-to-end human-centered traceability throughout the value chain. As a consequence, Auto-Identification (Auto-ID) technologies play a key role, since they are able to provide automated item recognition, positioning and tracking without human intervention or in cooperation with industrial operators. Although the most popular Auto-ID technologies provide a certain degree of security and productivity, there are still open challenges for future Industry 5.0 factories. This article analyzes and evaluates the Auto-ID landscape and delivers a holistic perspective and understanding of the most popular and the latest technologies, looking for solutions that cope with harsh, diverse and complex industrial scenarios. In addition, it describes a methodology for selecting Auto-ID technologies for Industry 5.0 factories. Such a methodology is applied to a specific use case of the shipbuilding industry that requires identifying the main components of a ship during its construction and repair. To validate the outcomes of the methodology, a practical evaluation of passive and active UHF RFID tags was performed in an Offshore Patrol Vessel (OPV) under construction, showing that a careful selection and evaluation of the tags enables product identification and tracking even in areas with a very high density of metallic objects. As a result, this article serves as a useful guide for industrial stakeholders, including future developers and managers that seek for deploying identification and traceability technologies in Industry 5.0 scenarios.","This work was supported in part by the Auto-Identification for Intelligent Products Research Line of the Navantia-Universidade da Coruña Joint Research Unit under Grant IN853B-2018/02, and in part by the Centro de Investigación de Galicia ‘‘CITIC,’’ funded by Xunta de Galicia and the European Union (European Regional Development Fund-Galicia 2014–2020 Program) under Grant ED431G 2019/01. The authors would like to thank M. A. Díaz-Bouza, M. Suárez-Albela, and D. Noceda-Davila for their help during different stages of the proposed methodology.",IEEE Access,,,2021-01-01,2021,2021-10-13,2021-01-01,9,,140700-140730,All OA; Gold,Article,"Fraga-Lamas, Paula; Varela-Barbeito, José; Fernández-Caramés, Tiago M.","Fraga-Lamas, Paula (Centro de Investigación CITIC, Department of Computer Engineering, Universidade da Coruña, 15071, A Coruña, Spain); Varela-Barbeito, José (Navantia S. A., 15403, Ferrol, Spain); Fernández-Caramés, Tiago M. (Centro de Investigación CITIC, Department of Computer Engineering, Universidade da Coruña, 15071, A Coruña, Spain)","Fernández-Caramés, Tiago M. (University of A Coruña)","Fraga-Lamas, Paula (University of A Coruña); Varela-Barbeito, José (); Fernández-Caramés, Tiago M. (University of A Coruña)",9,9,,,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09568924.pdf,https://app.dimensions.ai/details/publication/pub.1141852942,40 Engineering; 4014 Manufacturing Engineering,"9 Industry, Innovation and Infrastructure"
1132,pub.1149026825,10.1007/s00170-022-09576-4,,,Robust RFID tag design for reliable communication within the Internet of Things,"Radio frequency identification (RFID) is a cost-effective method to support the Industrial Internet of Things (IIoT) and is an enabling technology for Industry 5.0. The use of RFID is particularly suited to IIoT as it does not require a line of sight for communication and can be retroactively affixed to non-smart items. However, RFID communication is affected by the properties of the material the tag is affixed to, specifically the material permittivity. Metal is commonly present in smart factory environments and supply chains and impedes RFID communication. A suitable tag design is required to accommodate these challenges and ensure resilience for Industry 5.0 applications. The research presented in this paper has assessed the communication performance of RFID antenna designs with and without metal present beneath the tag. The RFID tag designs that performed reliably in the simulation were manufactured, and their read range was tested on materials of varying relative permittivity and thickness to represent MP and NMP scenarios. The results have verified the robustness of “Cyber” to “Physical” designs and provide recommendations to support practitioner IIoT tag selection.",,The International Journal of Advanced Manufacturing Technology,,,2022-06-28,2022,2022-06-28,2022-07,121,5-6,3903-3917,All OA; Hybrid,Article,"Tribe, James; Hayward, Steven; van Lopik, Katherine; Whittow, William G.; West, Andrew A.","Tribe, James (The Wolfson School of Mechanical Electrical and Manufacturing Engineering, Loughborough University, Loughborough, Leicestershire, UK); Hayward, Steven (The Wolfson School of Mechanical Electrical and Manufacturing Engineering, Loughborough University, Loughborough, Leicestershire, UK); van Lopik, Katherine (The Wolfson School of Mechanical Electrical and Manufacturing Engineering, Loughborough University, Loughborough, Leicestershire, UK); Whittow, William G. (The Wolfson School of Mechanical Electrical and Manufacturing Engineering, Loughborough University, Loughborough, Leicestershire, UK); West, Andrew A. (The Wolfson School of Mechanical Electrical and Manufacturing Engineering, Loughborough University, Loughborough, Leicestershire, UK)","Hayward, Steven (Loughborough University)","Tribe, James (Loughborough University); Hayward, Steven (Loughborough University); van Lopik, Katherine (Loughborough University); Whittow, William G. (Loughborough University); West, Andrew A. (Loughborough University)",1,1,,,https://link.springer.com/content/pdf/10.1007/s00170-022-09576-4.pdf,https://app.dimensions.ai/details/publication/pub.1149026825,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,"9 Industry, Innovation and Infrastructure"
1111,pub.1148224419,10.1109/tii.2022.3178547,,,Survival-based feature extraction - application in supply management for dispersed vending machines,"The outbreak of the COVID pandemic revealed that supply chains are not resilient to such a type of turmoil, and the food industry appeared to be particularly vulnerable. Meanwhile, customers expect uninterrupted deliveries and the products' selection responding to their preferences. In the article, we discuss several topics related to supply management that allow preparing a delivery plan for a distributed network of vending machines, considering each location individually. The developed solution takes advantage of the state-of-the-art machine learning methods. However, it is human-centric and aligned with the concept of Industry 5.0. We present the conceptual and technological side of the solution with a particular emphasis on the developed feature extraction framework, which uses selected indicators from the survival analysis. We present an analysis of the real data confirming that the proposed approach copes well with high uncertainty in data, addressing the cold-start problem.",,IEEE Transactions on Industrial Informatics,,,2022-05-27,2022,2022-05-27,,PP,99,1-1,Closed,Article,"Grzegorowski, Marek; Litwin, Jaroslaw; Wnuk, Mateusz; Pabis, Mateusz; Marcinowski, Lukasz","Grzegorowski, Marek (Institute of Informatics, University of Warsaw, Poland); Litwin, Jaroslaw (Institute of Informatics, University of Warsaw, Poland); Wnuk, Mateusz (Institute of Informatics, University of Warsaw, Poland); Pabis, Mateusz (Institute of Informatics, University of Warsaw, Poland); Marcinowski, Lukasz (Institute of Informatics, University of Warsaw, Poland)",,"Grzegorowski, Marek (University of Warsaw); Litwin, Jaroslaw (University of Warsaw); Wnuk, Mateusz (University of Warsaw); Pabis, Mateusz (University of Warsaw); Marcinowski, Lukasz (University of Warsaw)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1148224419,46 Information and Computing Sciences; 4605 Data Management and Data Science,"9 Industry, Innovation and Infrastructure"
1065,pub.1147623121,10.1016/j.ifacol.2022.04.187,,,Towards synchronization-oriented manufacturing planning and control for Industry 4.0 and beyond,"Benefiting from the marriage of just-in-time (JIT) and computer integrated manufacturing (CIM), a series of manufacturing planning and control (MPC) systems has been introduced for contemporary production and operations management. However, the increasing requirements for customized and personalized products and services, together with the acceleration of the socio-economic environment in the age of Industry 4.0, forced manufacturers to re-evaluate their current MPC strategies that mainly emphasize time, cost and quality priorities. Industry 4.0 presents a solid ambition for transforming to a digital, data-driven and interconnected manufacturing industry centred around cyber-physical convergence. Although the relevance of Industry 4.0 technologies’ disruptions on operations management has been acknowledged, a significant gap in the evolution of the logic and design of MPC systems has been observed. The requirements of on-demand products and services with enhanced flexibility, resilience, sustainability and humanitarianism in this new industrial revolution call for innovations of MPC architectures and approaches. This paper first summarizes the evolution of MPC systems with enabling technologies and the changing business climate at that time. To explore innovative MPC that complies with the increasing economic, social and environmental requirements, the concept of synchronization-oriented MPC with four principles is proposed. Following the principles, a general framework for the synchronization-oriented MPC with enhanced economic, social and environmental benefits is developed. This work potentially provides insights into innovative MPC in the age of Industry 4.0 and even Industry 5.0.",,IFAC-PapersOnLine,,,2022,2022,,2022,55,2,163-168,All OA; Gold,Article,"Guo, Daqiang; Ling, Shiquan; Rong, Yiming; Huang, George Q.","Guo, Daqiang (Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong Hong Kong, China; Department of Mechanical and Energy Engineering, Southern University of Science and Technology Shenzhen, China); Ling, Shiquan (Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong Hong Kong, China; Department of Mechanical and Energy Engineering, Southern University of Science and Technology Shenzhen, China); Rong, Yiming (Department of Mechanical and Energy Engineering, Southern University of Science and Technology Shenzhen, China); Huang, George Q. (Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong Hong Kong, China)",,"Guo, Daqiang (University of Hong Kong; Southern University of Science and Technology); Ling, Shiquan (University of Hong Kong; Southern University of Science and Technology); Rong, Yiming (Southern University of Science and Technology); Huang, George Q. (University of Hong Kong)",2,2,,,https://doi.org/10.1016/j.ifacol.2022.04.187,https://app.dimensions.ai/details/publication/pub.1147623121,40 Engineering; 4014 Manufacturing Engineering,"9 Industry, Innovation and Infrastructure"
1040,pub.1151575131,10.1016/j.matdes.2022.111229,,,"Fostering research and innovation in materials manufacturing for Industry 5.0: the key role of domain intertwining between materials characterization, modelling and data science","Recent advances in materials modelling, characterization and materials informatics suggest that deep integration of such methods can be a crucial aspect of the Industry 5.0 revolution, where the fourth industrial revolution paradigms are combined with the concepts of transition to a sustainable, human-centric and resilient industry. We pose a specific deep integration challenge beyond the ordinary multidisciplinary modelling/characterization research approach in this short communication with research and innovation as drivers for scientific excellence. Full integration can be achieved by developing common ontologies across different domains, enabling meaningful computational and experimental data integration and interoperability. On this basis, fine-tuning of adaptive materials modelling/characterization protocols can be achieved and facilitate computational and experimental efforts. Such interoperable and meaningful data combined with advanced data science tools (including machine learning and artificial intelligence) become a powerful asset for materials scientists to extract complex information from the large amount of data generated by last generation characterization techniques. To achieve this ambitious goal, significant collaborative actions are needed to develop common, usable, and sharable digital tools that allow for effective and efficient twinning of data and workflows across the different materials modelling and characterization domains.",,Materials & Design,,,2022-11,2022,,2022-11,223,,111229,All OA; Hybrid,Article,"Charitidis, Costas; Sebastiani, Marco; Goldbeck, Gerhard","Charitidis, Costas (School of Chemical Engineering, National Technical University of Athens, 9 HeroonPolytechniou str., Zographos, 15780, Athens, Greece); Sebastiani, Marco (Università degli studi Roma Tre, Engineering Department, Via della Vasca Navale 79, 00146 Rome, Italy); Goldbeck, Gerhard (Goldbeck Consulting Ltd, St Johns Innovation Centre, Cambridge CB4 0WS, United Kingdom; EMMC ASBL, Avenue Louise 54, 1050 Brussels, Belgium)",,"Charitidis, Costas (National Technical University of Athens); Sebastiani, Marco (Roma Tre University); Goldbeck, Gerhard (University of Cambridge)",0,0,,,https://doi.org/10.1016/j.matdes.2022.111229,https://app.dimensions.ai/details/publication/pub.1151575131,40 Engineering; 4014 Manufacturing Engineering,"9 Industry, Innovation and Infrastructure"
